tradingsymbol,name,exchange,instrument_token,exchange_token
CUMMINSIND,CUMMINS INDIA,BSE,128122884,500480
TATACOMM,TATA COMMUNICATIONS,BSE,128123652,500483
ABBOTINDIA,ABBOTT INDIA,BSE,128124932,500488
BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LT,BSE,128125444,500490
BHARATFORG,BHARAT FORGE,BSE,128126212,500493
ESCORTS,ESCORTS KUBOTA ,BSE,128126724,500495
HINDMOTORS,HINDUSTAN MOTORS,BSE,128128004,500500
LT,LARSEN & TOUBRO,BSE,128130564,500510
M&M,MAHINDRA & MAHINDRA,BSE,128133124,500520
BOSCHLTD,BOSCH,BSE,128135684,500530
PREMIER,PREMIER,BSE,128138244,500540
BPCL,BHARAT PETROLEUM CORPORATION L,BSE,128140036,500547
SIEMENS,SIEMENS,BSE,128140804,500550
TATAMOTORS,TATA MOTORS,BSE,128145924,500570
VOLTAS,VOLTAS,BSE,128147204,500575
GESHIP,GREAT EASTERN SHIPPING CO.LTD.,BSE,128158724,500620
DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEM,BSE,128165124,500645
EXCELINDUS,EXCEL INDUSTRIES,BSE,128166404,500650
GRWRHITECH,GARWARE HI-TECH FILMS,BSE,128167684,500655
GLAXO,GLAXOSMITHKLINE PHARMACEUTICAL,BSE,128168964,500660
GNFC,GUJARAT NARMADA VALLEY FERTILI,BSE,128171524,500670
NOVARTIND,NOVARTIS INDIA,BSE,128172036,500672
SANOFI,SANOFI INDIA,BSE,128172548,500674
PFIZER,PFIZER,BSE,128174084,500680
GSFC,GUJARAT STATE FERTILIZERS & CH,BSE,128176644,500690
HINDUNILVR,HINDUSTAN UNILEVER,BSE,128178180,500696
AKZOINDIA,AKZO NOBEL INDIA,BSE,128181764,500710
NOCIL,NOCIL,BSE,128186884,500730
TATACHEM,TATA CHEMICALS,BSE,128197124,500770
TNPETRO,TAMILNADU PETROPRODUCTS,BSE,128198916,500777
ZUARIIND,ZUARI INDUSTRIES ,BSE,128199684,500780
NESTLEIND,NESTLE INDIA,BSE,128202244,500790
TATACONSUM,TATA CONSUMER PRODUCTS,BSE,128204804,500800
ASIANPAINT,ASIAN PAINTS,BSE,128209924,500820
BRITANNIA,BRITANNIA INDUSTRIES,BSE,128211204,500825
COLPAL,COLGATE-PALMOLIVE (INDIA),BSE,128212484,500830
EIHOTEL,EIH,BSE,128215044,500840
INDHOTEL,INDIAN HOTELS CO.LTD.,BSE,128217604,500850
CASTROLIND,CASTROL INDIA,BSE,128222724,500870
ITC,ITC,BSE,128224004,500875
APOLLOTYRE,APOLLO TYRES,BSE,128224516,500877
CEATLTD,CEAT,BSE,128224772,500878
MODIRUBBER,MODI RUBBER,BSE,128227844,500890
FINPIPE,FINOLEX INDUSTRIES,BSE,128240644,500940
SUNRINV,SUNRISE INDUSTRIAL TRADERS,BSE,128284164,501110
ZGOLDINV,GOLD ROCK INVESTMENTS,BSE,128284420,501111
PEOPLIN,PEOPLES INVESTMENTS,BSE,128292868,501144
DSINVEST,DALAL STREET INVESTMENTS,BSE,128293892,501148
CENTRUM,CENTRUM CAPITAL,BSE,128294404,501150
KARTKIN,KARTIK INVESTMENTS TRUST,BSE,128294660,501151
TCIFINANCE,TCI FINANCE,BSE,128317956,501242
KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE,BSE,128322820,501261
ANTARIKSH,ANTARIKSH INDUSTRIES,BSE,128325124,501270
IITL,INDUSTRIAL INVESTMENT TRUST LT,BSE,128331524,501295
INDPRUD,INDUSTRIAL & PRUDENTIAL INVEST,BSE,128332292,501298
TATAINVEST,TATA INVESTMENT CORPORATION LT,BSE,128333060,501301
JAYBHCR,JAYABHARAT CREDIT,BSE,128335620,501311
PRISMX,PRISMX GLOBAL VENTURES,BSE,128336388,501314
MOTOGENFIN,MOTOR & GENERAL FINANCE,BSE,128343812,501343
WALCHPF,WALCHAND PEOPLEFIRST,BSE,128350724,501370
ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTM,BSE,128354820,501386
WHBRADY,W.H.BRADY & CO.LTD.,BSE,128356100,501391
TECHNVISN,TECHNVISION VENTURES ,BSE,128363780,501421
SHAILY,SHAILY ENGINEERING PLASTICS LT,BSE,128364292,501423
BBTC,BOMBAY BURMAH TRADING CORP.LTD,BSE,128364804,501425
BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LT,BSE,128366084,501430
GREAVESCOT,GREAVES COTTON,BSE,128372484,501455
MULLER,MULLER & PHIPPS (INDIA),BSE,128378116,501477
SFTL,SPRINGFORM TECHNOLOGY,BSE,128378628,501479
AMALGAM,AMALGAMATED ELECTRICITY CO.LTD,BSE,128415236,501622
ANANDPROJ,ANAND PROJECTS,BSE,128417284,501630
INDIANVSH,INDIANIVESH,BSE,128435204,501700
COASTCORP,COASTAL CORPORATION,BSE,128468740,501831
CHOWGULSTM,CHOWGULE STEAMSHIPS,BSE,128469252,501833
GLOBOFFS,GLOBAL OFFSHORE SERVICES,BSE,128473092,501848
DHENUBUILD,DHENU BUILDCON INFRA,BSE,128497924,501945
ASIIL,ASI INDUSTRIES,BSE,128515844,502015
SAGCEM,SAGAR CEMENTS,BSE,128535044,502090
HEMACEM,HEMADRI CEMENTS,BSE,128546052,502133
DECCANCE,DECCAN CEMENTS,BSE,128547076,502137
MANGLMCEM,MANGALAM CEMENT,BSE,128552196,502157
NCLIND,NCL INDUSTRIES,BSE,128555012,502168
SAURASHCEM,SAURASHTRA CEMENT,BSE,128556804,502175
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.,BSE,128558084,502180
BORORENEW,BOROSIL RENEWABLES,BSE,128568068,502219
LERTHAI,LERTHAI FINANCE,BSE,128576004,502250
RASSIREF,RAASI REFRACTORIES,BSE,128581380,502271
TRIVENIGQ,TRIVENI GLASS,BSE,128583940,502281
NILACHAL,NILACHAL REFRACTORIES,BSE,128587268,502294
ANDHRAPAP,ANDHRA PAPER,BSE,128596484,502330
BALKRISIND,BALKRISHNA INDUSTRIES,BSE,128602884,502355
ORIENTPPR,ORIENT PAPER & INDUSTRIES,BSE,128619524,502420
CITADEL,CITADEL REALTY AND DEVELOPERS,BSE,128625924,502445
ROLLT,ROLLATAINERS,BSE,128626692,502448
SESHAPAPER,SESHASAYEE PAPER & BOARDS,BSE,128627204,502450
NATHIND,NATH INDUSTRIES,BSE,128662276,502587
VAPIENTER,VAPI ENTERPRISE,BSE,128662788,502589
DCM,DCM,BSE,128721924,502820
ZGAEKWAR,GAEKWAR MILLS,BSE,128729604,502850
FORBESCO,FORBES & COMPANY,BSE,128733444,502865
HPCOTTON,H.P.COTTON TEXTILE MILLS,BSE,128735492,502873
UNITEDINT,UNITED INTERACTIVE,BSE,128740612,502893
JAMSHRI,JAMSHRI REALTY,BSE,128742660,502901
KATRSPG,KATARE SPINNING MILLS,BSE,128750852,502933
KESORAMIND,KESORAM INDUSTRIES,BSE,128751876,502937
LAKSHMIMIL,LAKSHMI MILLS COMPANY,BSE,128757252,502958
VTL,VARDHMAN TEXTILES,BSE,128764420,502986
PENINLAND,PENINSULA LAND,BSE,128775940,503031
PASUSPG,PASUPATI SPG.& WVG.MILLS,BSE,128791556,503092
PHOENIXLTD,THE PHOENIX MILLS,BSE,128793604,503100
MARATHON,MARATHON NEXTGEN REALTY,BSE,128793860,503101
RAJABAH,RAJA BAHADUR INTERNATIONAL,BSE,128800516,503127
RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES L,BSE,128809476,503162
RUBYMILLS,RUBY MILLS,BSE,128811268,503169
SIMPLXREA,SIMPLEX REALTY,BSE,128826628,503229
SWANENERGY,SWAN ENERGY,BSE,128847364,503310
VICTMILL,VICTORIA MILLS,BSE,128857348,503349
ZSVTRADI,S.V.TRADING & AGENCIES,BSE,128927236,503622
ZSVARAJT,SVARAJ TRADING & AGENCIES,BSE,128927748,503624
KSHITIJ,KSHITIZ INVESTMENT,BSE,128928260,503626
SALSAIN,SHREE SALASAR INVESTMENT,BSE,128930564,503635
INDSOYA,INDSOYA,BSE,128931588,503639
ZODIACVEN,ZODIAC VENTURES,BSE,128932100,503641
VEERENRGY,VEER ENERGY & INFRASTRUCTURE L,BSE,128936196,503657
SW1,SW INVESTMENTS,BSE,128936708,503659
TILAK,TILAK VENTURES ,BSE,128937732,503663
UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,BSE,128939780,503671
WAGEND,WAGEND INFRA VENTURE,BSE,128940804,503675
ELCIDIN,ELCID INVESTMENTS,BSE,128942340,503681
MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT,BSE,128943364,503685
HEALINV,HEALTHY INVESTMENTS,BSE,128944388,503689
SHRENTI,SHREENATH INVESTMENTS CO.LTD.,BSE,128946180,503696
BANSWRAS,BANSWARA SYNTEX,BSE,128952836,503722
MODWOOL,MODELLA WOOLLENS,BSE,128965636,503772
MODIPON,MODIPON,BSE,128966660,503776
SHRIDINE,SHRI DINESH MILLS,BSE,128973828,503804
SRF,SRF,BSE,128974340,503806
SIYSIL,SIYARAM SILK MILLS,BSE,128975620,503811
SWADPOL,SWADESHI POLYTEX,BSE,128976900,503816
SHRAJSYNQ,SHREE RAJASTHAN SYNTEX,BSE,128982276,503837
SHRMFGC,SHREE MANUFACTURING CO.LTD.,BSE,128988932,503863
ZSATYASL,SATYAM SILK MILLS,BSE,128996612,503893
BBL,BHARAT BIJLEE,BSE,129013764,503960
ELPROINTL,ELPRO INTERNATIONAL,BSE,129024004,504000
GEE,GEE,BSE,129031172,504028
HIRECT,HIND RECTIFIERS,BSE,129033220,504036
NIPPOBATRY,INDO-NATIONAL,BSE,129038852,504058
ZENSARTECH,ZENSAR TECHNOLOGIES,BSE,129041156,504067
JYOTI,JYOTI,BSE,129043460,504076
JSLINDL,JSL INDUSTRIES,BSE,129044484,504080
KAYCEEI,KAYCEE INDUSTRIES,BSE,129045508,504084
INDOKEM,INDOKEM,BSE,129047556,504092
PANAENERG,PANASONIC ENERGY INDIA COMPANY,BSE,129047812,504093
NELCO,NELCO,BSE,129052676,504112
PERMAGN,PERMANENT MAGNETS,BSE,129057796,504132
HIGHENE,HIGH ENERGY BATTERIES (INDIA),BSE,129069060,504176
STDBAT,STANDARD BATTERIES,BSE,129070084,504180
UNIVCABLES,UNIVERSAL CABLES,BSE,129078276,504212
WSI,W.S.INDUSTRIES (INDIA),BSE,129080324,504220
DLTNCBL,DELTON CABLES,BSE,129085444,504240
LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS,BSE,129090052,504258
MODULEX,MODULEX CONSTRUCTION TECHNOLOG,BSE,129093892,504273
DELTAMAGNT,DELTA MANUFACTURING,BSE,129097220,504286
LONGSPUR,LONGSPUR INTERNATIONAL VENTURE,BSE,129111044,504340
RELTD,RAVINDRA ENERGY,BSE,129111300,504341
RRP,RRP SEMICONDUCTOR,BSE,129112580,504346
EMPOWER,EMPOWER INDIA,BSE,129113860,504351
ZMULTIPU,MULTIPURPOSE TRADING & AGENCIE,BSE,129115140,504356
RIDHISYN,RIDHI SYNTHETICS,BSE,129117444,504365
GRANDMA,GRANDMA TRADING & AGENCIES,BSE,129118468,504369
SOFTBPO,SOFTBPO GLOBAL SERVICES,BSE,129120004,504375
NYSSACORP,NYSSA CORPORATION,BSE,129120772,504378
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,BSE,129121284,504380
KRISHNA,KRISHNA VENTURES,BSE,129124356,504392
GANHOLD,GANESH HOLDINGS,BSE,129125636,504397
SJCORP,SJ CORPORATION,BSE,129125892,504398
UNIABEXAL,UNI ABEX ALLOY PRODUCTS,BSE,129178884,504605
SARDAEN,SARDA ENERGY & MINERALS,BSE,129181188,504614
BWLLTD,BWL,BSE,129188612,504643
BGWTATO,BHAGWATI AUTOCAST,BSE,129189380,504646
BOMBWIR,BOMBAY WIRE ROPES,BSE,129189892,504648
CHASBRT,CHASE BRIGHT STEEL,BSE,129195780,504671
IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,BSE,129211140,504731
INDIANHUME,INDIAN HUME PIPE CO.LTD.,BSE,129213700,504741
INLCM,INDIAN LINK CHAIN MANUFACTURES,BSE,129214980,504746
INVPRECQ,INVESTMENT & PRECISION CASTING,BSE,129225220,504786
INFORTEC,INFORMED TECHNOLOGIES INDIA LT,BSE,129231364,504810
KAIRA,KAIRA CAN CO.LTD.,BSE,129239044,504840
ORIENTCER,ORIENT CERATECH,BSE,129249028,504879
NATIONSTD,NATIONAL STANDARD (INDIA),BSE,129249796,504882
RATHIST,RATHI STEEL & POWER,BSE,129255172,504903
DUNCANENG,DUNCAN ENGINEERING ,BSE,129256452,504908
SANDUMA,SANDUR MANGANESE & IRON ORES L,BSE,129259012,504918
STOVACQ,STOVEC INDUSTRIES,BSE,129269508,504959
TATAYODOGA,TAYO ROLLS,BSE,129270020,504961
CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN,BSE,129273092,504973
ZWELCAST,WELCAST STEELS,BSE,129276932,504988
WMINIMT,WESTERN MINISTIL,BSE,129279492,504998
AUTOAXLES,AUTOMOTIVE AXLES,BSE,129282564,505010
AUTOPRD,AUTOMOBILE PRODUCTS OF INDIA L,BSE,129288196,505032
ACGL,AUTOMOBILE CORPORATION OF GOA,BSE,129289220,505036
SETCO,SETCO AUTOMOTIVE,BSE,129299204,505075
INRADIA,INDIA RADIATORS,BSE,129305604,505100
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS,BSE,129320964,505160
ZFSTEERING,Z.F.STEERING GEAR (INDIA),BSE,129321732,505163
SMLISUZU,SML ISUZU,BSE,129329156,505192
TIL,TIL,BSE,129330180,505196
EICHERMOT,EICHER MOTORS,BSE,129331204,505200
JAINEX,JAINEX AAMCOL,BSE,129334276,505212
ALFREDHE,ALFRED HERBERT (INDIA),BSE,129335300,505216
VELJAN,VELJAN DENISON,BSE,129339396,505232
DYNAMATECH,DYNAMATIC TECHNOLOGIES,BSE,129341956,505242
GGDPROP,G. G. DANDEKAR PROPERTIES LIMI,BSE,129344004,505250
GMMPFAUDLR,GMM PFAUDLER,BSE,129345284,505255
KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,BSE,129352452,505283
TULIVE,TULIVE DEVELOPERS,BSE,129352964,505285
KPT,KPT INDUSTRIES,BSE,129356548,505299
LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS L,BSE,129357316,505302
LYNMC,LYNX MACHINERY & COMMERCIALS L,BSE,129361924,505320
MANUGRAPH,MANUGRAPH INDIA,BSE,129362948,505324
HARSHILAGR,HARSHIL AGROTECH,BSE,129366020,505336
MONOT,MONOTYPE INDIA,BSE,129367812,505343
NESCO,NESCO,BSE,129370884,505355
INTEGRAEN,INTEGRA ENGINEERING INDIA,BSE,129371652,505358
SEMAC,SEMAC CONSULTANTS,BSE,129374212,505368
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDI,BSE,129382404,505400
WENDT,WENDT (INDIA),BSE,129385476,505412
PSITINFRA,PS IT INFRASTRUCTURE & SERVICE,BSE,129408516,505502
SINDUVA,SINDU VALLEY TECHNOLOGIES,BSE,129409028,505504
RESPONIND,RESPONSIVE INDUSTRIES,BSE,129410308,505509
SHYMINV,SHYAMKAMAL INVESTMENTS,BSE,129411844,505515
ZHEMHOLD,HEM HOLDINGS & TRADING,BSE,129413124,505520
MAHACORP,MAHARASHTRA CORPORATION,BSE,129413892,505523
DOLATALGO,DOLAT ALGOTECH,BSE,129414660,505526
WESTLIFE,WESTLIFE FOODWORLD,BSE,129416452,505533
ZEEL,ZEE ENTERTAINMENT ENTERPRISES,BSE,129417476,505537
ZKOVALIN,KOVALAM INVESTMENT & TRADING C,BSE,129429764,505585
SVPGLOB,SVP GLOBAL TEXTILES,BSE,129431044,505590
MULTIIN,MULTIPLUS HOLDINGS,BSE,129432068,505594
SKYLMILAR,SKYLINE MILLARS,BSE,129446404,505650
BIMETAL,BIMETAL BEARINGS,BSE,129454340,505681
TAPARIA,TAPARIA TOOLS,BSE,129455364,505685
BHARATGEAR,BHARAT GEARS,BSE,129456132,505688
BRADYM,BRADY & MORRIS ENGINEERING CO.,BSE,129456644,505690
LATIMMETAL,LA TIM METAL & INDUSTRIES LIMI,BSE,129457412,505693
ELECON,ELECON ENGINEERING CO.LTD.,BSE,129459204,505700
DECANBRG,DECCAN BEARINGS,BSE,129459972,505703
GRAUWEIL,GRAUER & WEIL (INDIA),BSE,129461764,505710
HIMTEK,HIM TEKNOFORGE,BSE,129462276,505712
GABRIEL,GABRIEL INDIA,BSE,129462788,505714
HERCULES,HERCULES HOISTS,BSE,129464324,505720
AQFINTECH,ALGOQUANT FINTECH,BSE,129465604,505725
IFBIND,IFB INDUSTRIES,BSE,129465860,505726
SINGER,SINGER INDIA,BSE,129466628,505729
INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI,BSE,129468676,505737
FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) L,BSE,129470468,505744
JOSTS,JOSTS ENGINEERING CO.LTD.,BSE,129472004,505750
SCHAEFFLER,SCHAEFFLER INDIA ,BSE,129482244,505790
MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT),BSE,129484036,505797
RANEHOLDIN,RANE HOLDINGS,BSE,129484804,505800
ROLCOEN,ROLCON ENGINEERING CO.LTD.,BSE,129486596,505807
SNL,SNL BEARINGS,BSE,129491716,505827
JAIPAN,JAIPAN INDUSTRIES,BSE,129495044,505840
MANCREDIT,MANGAL CREDIT AND FINCORP,BSE,129497604,505850
TRF,TRF,BSE,129498628,505854
WPIL,WPIL,BSE,129503236,505872
KENNAMET,KENNAMETAL INDIA,BSE,129507844,505890
HINDHARD,HINDUSTAN HARDY,BSE,129508612,505893
TRITONV,TRITON VALVES,BSE,129530372,505978
SUDAI,SUDAL INDUSTRIES,BSE,129536772,506003
PRAKASH,PRAKASH INDUSTRIES,BSE,129541636,506022
HVL,HARIYANA VENTURES,BSE,129542148,506024
ZPRBHSTE,PRABHU STEEL INDUSTRIES,BSE,129546756,506042
ARSHIYA,ARSHIYA,BSE,129554948,506074
GRINDWELL,GRINDWELL NORTON,BSE,129555460,506076
LAKPRE,LAKSHMI PRECISION SCREWS,BSE,129556228,506079
STANROS,STANROSE MAFATLAL INVESTMENTS,BSE,129562884,506105
GENESYS,GENESYS INTERNATIONAL CORPORAT,BSE,129563908,506109
ALNATRD,ALNA TRADING & EXPORTS,BSE,129566724,506120
PANKAJPIYUS,PANKAJ PIYUSH TRADE & INV.,BSE,129567236,506122
PARNAXLAB,PARNAX LAB,BSE,129568772,506128
GOURMET,GOURMET GATEWAY INDIA,BSE,129570308,506134
VIVIDHA,VISAGAR POLYTEX,BSE,129573380,506146
ISHWATR,ISHWARSHAKTI HOLDINGS & TRADER,BSE,129577220,506161
TERRAFORM,TERRAFORM MAGNUM,BSE,129577476,506162
APIS,APIS INDIA,BSE,129578500,506166
VELOXIND,VELOX INDUSTRIES,BSE,129581572,506178
EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS,BSE,129582084,506180
KANANIIND,KANANI INDUSTRIES,BSE,129583108,506184
GCKL,GALAXY CLOUD KITCHENS,BSE,129583620,506186
ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,BSE,129584644,506190
ARIHANTSUP,ARIHANT SUPERSTRUCTURES LIMITE,BSE,129585668,506194
VIKSHEN,VIKSIT ENGINEERING,BSE,129586180,506196
BLISSGVS,BLISS GVS PHARMA,BSE,129586436,506197
STYRENIX,STYRENIX PERFORMANCE MATERIALS,BSE,129592836,506222
ALEMBICLTD,ALEMBIC,BSE,129596164,506235
AMNPLST,AMINES & PLASTICIZERS,BSE,129599492,506248
ANUHPHR,ANUH PHARMA,BSE,129602564,506260
MODISONLTD,MODISON,BSE,129602820,506261
BAYERCROP,BAYER CROPSCIENCE,BSE,129608964,506285
SASHWAT,SASHWAT TECHNOCRATS,BSE,129616132,506313
CHEMOPH,CHEMO PHARMA LABORATORIES,BSE,129629444,506365
HEUBACHIND,HEUBACH COLORANTS INDIA LIMITE,BSE,129635844,506390
COROMANDEL,COROMANDEL INTERNATIONAL,BSE,129637124,506395
DEEPAKNTR,DEEPAK NITRITE,BSE,129638660,506401
DMCC,DMCC SPECIALITY CHEMICALS LIMI,BSE,129639684,506405
FERMENTA,FERMENTA BIOTECH,BSE,129641988,506414
GOCLCORP,GOCL CORPORATION ,BSE,129658884,506480
JAYCH,JAYSHREE CHEMICALS,BSE,129669124,506520
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES,BSE,129670404,506525
KELENRG,KELTECH ENERGIES,BSE,129671172,506528
KEMP,KEMP & COMPANY,BSE,129671684,506530
NITTAGELA,NITTA GELATIN INDIA,BSE,129672196,506532
MPAGI,M.P.AGRO INDUSTRIES,BSE,129675012,506543
OCCL,ORIENTAL CARBON & CHEMICALS LT,BSE,129684228,506579
PCBL,PCBL,BSE,129687044,506590
AMAL,AMAL,BSE,129688836,506597
POLYCHEM,POLYCHEM,BSE,129690884,506605
PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROT,BSE,129694212,506618
GUJCMDS,GUJCHEM DISTILLERS INDIA,BSE,129699844,506640
SADHNANIQ,SADHANA NITROCHEM,BSE,129700356,506642
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES,BSE,129703684,506655
TECILCHEM,TECIL CHEMICALS & HYDRO POWER,BSE,129710084,506680
ULTRAMAR,ULTRAMARINE & PIGMENTS,BSE,129711364,506685
TRANSPEK,TRANSPEK INDUSTRY,BSE,129711876,506687
UNICHEMLAB,UNICHEM LABORATORIES,BSE,129712644,506690
MYSORPETRO,MYSORE PETRO CHEMICALS,BSE,129723908,506734
ALKYLAMINE,ALKYL AMINES CHEMICALS,BSE,129732356,506767
TUTIALKA,TUTICORIN ALKALI CHEMICALS AND,BSE,129742852,506808
ASTRAZEN,ASTRAZENECA PHARMA INDIA,BSE,129745924,506820
PRIMO,PRIMO CHEMICALS ,BSE,129754116,506852
TANFACIND,TANFAC INDUSTRIES,BSE,129754628,506854
GUJPETR,GUJARAT PETROSYNTHESE,BSE,129755652,506858
SWADEIN,SWADESHI INDUSTRIES LEASING CO,BSE,129756932,506863
MASCH,MASTER CHEMICALS,BSE,129757956,506867
GUJTHEM,GUJARAT THEMIS BIOSYN,BSE,129761028,506879
SCBL,SAPTAK CHEM AND BUSINESS LIMIT,BSE,129767940,506906
MAKERSL,MAKERS LABORATORIES,BSE,129771268,506919
CONTCHM,CONTINENTAL CHEMICALS,BSE,129775364,506935
JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICAL,BSE,129777412,506943
IGLFXPL-B,INDO GULF INDUSTRIES,BSE,129777924,506945
ADVPETR-B,ADVANCE PETROCHEMICALS,BSE,129778436,506947
RAJSPTR,RAJASTHAN PETRO SYNTHETICS,BSE,129785604,506975
APTPACK,APT PACKAGING,BSE,129786628,506979
BLUECHIPT,BLUE CHIP TEX INDUSTRIES,BSE,129787140,506981
JAGAJITIND,JAGATJIT INDUSTRIES,BSE,129831684,507155
KESARENT,KESAR ENTERPRISES,BSE,129838084,507180
TI,TILAKNAGAR INDUSTRIES,BSE,129844484,507205
EMERALL,EMERALD LEISURES ,BSE,129859844,507265
RAVALSUGAR,THE RAVALGAON SUGAR FARM LIMIT,BSE,129868804,507300
SAKHTISUG,SAKTHI SUGARS,BSE,129872644,507315
WALCHANNAG,WALCHANDNAGAR INDUSTRIES,BSE,129896964,507410
IFBAGRO,IFB AGRO INDUSTRIES,BSE,129904132,507438
KFBL,KOTHARI FERMENTATION & BIOCHEM,BSE,129913348,507474
CAPRO,CAPROLACTAM CHEMICALS,BSE,129916420,507486
GMBREW,G.M.BREWERIES,BSE,129916932,507488
RANASUG,RANA SUGARS,BSE,129917444,507490
PICCASUG,PICCADILY SUGAR & ALLIED INDUS,BSE,129919492,507498
SDBL,SOM DISTILLERIES & BREWERIES L,BSE,129923588,507514
CJGEL,C.J.GELATINE PRODUCTS,BSE,129923844,507515
ASALCBR,ASSOCIATED ALCOHOLS & BREWERIE,BSE,129926660,507526
THAKKERS,THAKKERS GROUP,BSE,129927684,507530
CORAGRO,COROMANDEL AGRO PRODUCTS & OIL,BSE,129931012,507543
FOODSIN,FOODS & INNS,BSE,129933316,507552
IVP,IVP,BSE,129940484,507580
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU,BSE,129945092,507598
OLYOI,OLYMPIC OIL INDUSTRIES,BSE,129947908,507609
MLKFOOD,MILKFOOD,BSE,129950980,507621
POLSON,POLSON,BSE,129957124,507645
SAGRSOY-B,SAGAR SOYA PRODUCTS,BSE,129961732,507663
WIPRO,WIPRO,BSE,129967364,507685
ORIBEVER,ORIENT BEVERAGES,BSE,129968644,507690
DHANUKA,DHANUKA AGRITECH,BSE,129975556,507717
TTKHLTCARE,TTK HEALTHCARE,BSE,129983236,507747
TGVSL,TGV SRAAC ,BSE,129984772,507753
LIMECHM,LIME CHEMICALS,BSE,129986308,507759
KANPRPLA,KANPUR PLASTIPACK,BSE,129991428,507779
TAINWALCHM,TAINWALA CHEMICALS & PLASTICS,BSE,129992964,507785
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,BSE,129993988,507789
KHAICHEM,KHAITAN CHEMICALS & FERTILIZER,BSE,129995268,507794
UNTTEMI,UNITED LEASING & INDUSTRIES LT,BSE,129998852,507808
NOL,NATIONAL OXYGEN,BSE,130000132,507813
GILLETTE,GILLETTE INDIA,BSE,130000644,507815
WIREFABR,WIRES & FABRIKS (SA),BSE,130001156,507817
ANSALHSG,ANSAL HOUSING,BSE,130003972,507828
COMPUPN,COMPUTER POINT,BSE,130005252,507833
MCCHRLS-B,MAC CHARLES (INDIA),BSE,130006020,507836
ADDIND,ADDI INDUSTRIES,BSE,130010116,507852
PIONRINV,PIONEER INVESTCORP,BSE,130013188,507864
ASHNOOR,ASHNOOR TEXTILE MILLS,BSE,130015236,507872
UNITECH,UNITECH,BSE,130016772,507878
VIPIND,V.I.P.INDUSTRIES,BSE,130017284,507880
FIBERWEB,FIBERWEB (INDIA),BSE,130024964,507910
LKPFIN,LKP FINANCE,BSE,130025476,507912
EASTBUILD,EAST BUILDTECH,BSE,130026756,507917
MNPLFIN,MANIPAL FINANCE CORPORATION LT,BSE,130032132,507938
BAJAJST,BAJAJ STEEL INDUSTRIES,BSE,130033668,507944
KIDUJA,KIDUJA INDIA,BSE,130034180,507946
KEYCORP,KEY CORP,BSE,130034692,507948
SHIKHARLETR,SHIKHAR LEASING & TRADING,BSE,130035716,507952
GUJHOTE,GUJARAT HOTELS,BSE,130037764,507960
RAJATH,RAJATH FINANCE,BSE,130038276,507962
RASRESOR,RAS RESORTS & APART HOTELS,BSE,130039300,507966
PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LT,BSE,130040324,507970
JINDHOT,JINDAL HOTELS,BSE,130043140,507981
JPTRLES,JUPITER INDUSTRIES & LEASING L,BSE,130044676,507987
SIMMOND,SIMMONDS MARSHALL,BSE,130047492,507998
BNALTD,B & A,BSE,130082820,508136
HAWKINCOOK,HAWKINS COOKERS,BSE,130172420,508486
WARRENTEA,WARREN TEA,BSE,130174468,508494
COCHMAL,COCHIN MALABAR ESTATES & INDUS,BSE,130194180,508571
BESTEAST,BEST EASTERN HOTELS,BSE,130217988,508664
NEAGI,NEELAMALAI AGRO INDUSTRIES,BSE,130219524,508670
ISTLTD,IST,BSE,130254596,508807
COSMOFIRST,COSMO FIRST ,BSE,130256388,508814
DIAMANT,DIAMANT INFRASTRUCTURE,BSE,130268164,508860
NEWMKTADV,NEW MARKETS ADVISORY,BSE,130269956,508867
APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LT,BSE,130270468,508869
